id,value
Tech Support Engg,
Tech Support Engg.Clients,
Tech Support Engg.Clients.Interaction,
Tech Support Engg.Clients.Interaction.Talk to Clients
Tech Support Engg.Clients.Interaction.Replicate Client Issues
Tech Support Engg.Clients.SLAs,
Tech Support Engg.Clients.SLAs.Meet Deadlines
Tech Support Engg.Clients.SLAs.Plan & organize work
Tech Support Engg.Clients.SLAs.Prioritize
Tech Support Engg.Technology,
Tech Support Engg.Technology.SQL
Tech Support Engg.Technology.JBASE
Tech Support Engg.Technology.T24
Tech Support Engg.Responsibilties,
Tech Support Engg.Responsibilties.Analyse client tickets
Tech Support Engg.Responsibilties.Give work arounds
Tech Support Engg.Responsibilties.File Bugs
Tech Support Engg.Responsibilties.Corrective patches
